"lc_class","call_num_prefix","pub_date","last_checkin","checkout_total","title","author","country","language_code","oclc_num"
"D","DT",1991,"2013-12-17",8,"The mirror at midnight : a South African journey /","Hochschild, Adam.","United States","eng",26089185
"N","NA",1965,"2006-11-16",7,"Community and privacy; toward a new architecture of humanism.","Chermayeff, Serge, 1900-1996.","United States","eng",2609100
"Q","QA",1992,"2007-04-30",21,"From zero to infinity : what makes numbers interesting /","Reid, Constance.","United States","eng",26094172
"P","PQ",1964,"2004-06-18",40,"Labyrinths : selected stories & other writings /","Borges, Jorge Luis, 1899-1986, author.","United States","eng",260942
"Q","QC",1993,"2012-07-09",28,"Air and water : the biology and physics of life's media /","Denny, Mark W., 1951-","United States","eng",26094823
"F","F",1993,"2008-12-16",4,"Tumult and silence at Second Creek : an inquiry into a Civil War slave conspiracy /","Jordan, Winthrop D.","United States","eng",26096074
"P","PS",1993,"2008-11-06",40,"William Faulkner and southern history /","Williamson, Joel.","United States","eng",26096339
"F","F",1992,"2013-12-09",160,"Ceramics of ancient Peru /","Donnan, Christopher B., author","United States","eng",26096768
"R","RC",1993,"2012-08-02",41,"Anabolic steroids in sport and exercise /","","United States","eng",26097168
"P","PS",1992,"2006-02-02",21,"Two trains running /","Wilson, August.","United States","eng",26097651
"T","TK",1966,"2012-05-16",12,"TVA and the grass roots; a study in the sociology of formal organization.","Selznick, Philip, 1919-2010.","United States","eng",260987
"T","TK",1966,"1989-10-16",3,"TVA and the grass roots; a study in the sociology of formal organization.","Selznick, Philip, 1919-2010.","United States","eng",260987
"T","TK",1966,"1989-10-16",3,"TVA and the grass roots; a study in the sociology of formal organization.","Selznick, Philip, 1919-2010.","United States","eng",260987
"B","BR",1967,"2007-06-12",11,"Christianity in the Roman Empire /","Mattingly, Harold, 1884-1964.","United States","eng",261021
"P","PS",1976,"1997-08-13",22,"Out of this furnace /","Bell, Thomas, 1903-1961, author.","United States","eng",2610527
"P","PS",1976,"1997-08-18",24,"Out of this furnace /","Bell, Thomas, 1903-1961, author.","United States","eng",2610527
"P","PS",1976,"2013-04-22",48,"Out of this furnace /","Bell, Thomas, 1903-1961, author.","United States","eng",2610527
"H","HT",1962,"2010-12-08",3,"Urban growth and development, a problem approach.","Andrews, Richard B. (Richard Bruce)","United States","eng",261062
"H","HT",1960,"2009-01-27",4,"The preindustrial city, past and present /","Sjoberg, Gideon, author","United States","eng",261077
"Q","QC",2008,"2010-11-01",477,"Principles of physics. 6B/6C--UCLA /","Serway, Raymond A.","United States","eng",261134400
"H","HB",2007,"2010-01-20",193,"Principles of macroeconomics /","Case, Karl E.","United States","eng",261135816
"H","HC",1991,"2010-01-11",11,"Government and environmental politics : essays on historical developments since World War Two /","","United States","eng",26114697
"H","HQ",1963,"2010-02-18",30,"Six cultures; studies of child rearing,","","United States","eng",261156
"H","HT",1958,"2011-03-16",68,"The suburban community /","","United States","eng",261171
"N","NA",1965,"2013-06-20",3,"The city planning process; a political analysis.","Altshuler, Alan A., 1936-","United States","eng",261174
"B","BL",2009,"2013-05-28",5,"Power of place : the religious landscape of the Southern Sacred Peak (Nanyue) in medieval China /","Robson, James, 1965 December 1-","United States","mul",261175249
"H","HT",1967,"2005-06-14",4,"Urban renewal: people, politics, and planning /","","United States","eng",261178
"H","HT",1968,"2011-10-27",24,"People and plans : essays on urban problems and solutions /","Gans, Herbert J., author.","United States","eng",261196
"J","JF",2010,"2012-04-09",5,"Air wars : television advertising in election campaigns, 1952-2008 /","West, Darrell M., 1954-","United States","eng",261198650
"H","HT",1966,"2010-06-09",4,"Urbanization in newly developing countries /","Breese, Gerald William.","United States","eng",261227
"H","HQ",1964,"2010-08-04",4,"The vanishing adolescent. /","Friedenberg, Edgar Z. 1921-2000. (Edgar Zodiag),","United States","eng",261230
"H","HT",1968,"2008-10-06",3,"Urban planning and social policy /","","United States","eng",261238
"H","HT",1961,"2012-07-11",2,"The future metropolis,","Tamiment Institute.","United States","eng",261258
"H","HT",1964,"2011-07-19",11,"The Federal bulldozer : a critical analysis of urban renewal, 1949-1962 /","Anderson, Martin, 1936-2015","United States","eng",261259
"H","HT",1967,"2011-08-09",4,"Taming megalopolis /","","United States","eng",261261
"N","N",1993,"1995-05-31",5,"The cult of the avant-garde artist /","Kuspit, Donald B. 1935- (Donald Burton),","United Kingdom","eng",26129979
"J","JQ",1991,"2006-06-14",9,"Business and politics in Indonesia /","MacIntyre, Andrew J., 1960-","Australia","eng",26130026
"P","PQ",1993,"2013-03-11",4,"Mama Blanca's memoirs /","Parra, Teresa de la, 1889-1936.","United States","eng",26130987
"T","TL",1993,"2010-03-29",9,"Loss of Eden : a biography of Charles and Anne Morrow Lindbergh /","Milton, Joyce, author.","United States","eng",26131109
"J","JV",1989,"2012-04-30",15,"The first imperial age : European overseas expansion c. 1400-1715 /","Scammell, Geoffrey Vaughn.","United Kingdom","eng",26131261
"R","R",1992,"2010-03-02",55,"The hospice movement : easing death's pains /","Siebold, Cathy.","United States","eng",26131708
"E","E",1993,"2002-09-29",5,"The struggle for black equality, 1954-1992 /","Sitkoff, Harvard.","United States","eng",26132183
"H","HN",1962,"2013-07-30",37,"The ladder of success in Imperial China : aspects of social mobility, 1368-1911 /","Ho, Ping-ti.","United States","eng",261369
"P","PR",1940,"2013-10-02",11,"Beowulf : the oldest English epic /","","United States","eng",2613949
"D","DT",1977,"2012-07-01",49,"Kraal and castle : Khoikhoi and the founding of white South Africa /","Elphick, Richard.","United States","eng",2614204
"P","PS",1977,"2012-11-19",21,"The brotherhood of the grape : a novel /","Fante, John, 1909-1983.","United States","eng",2614369
"H","HT",1961,"2010-03-04",7,"Megalopolis : the urbanized northeastern seaboard of the United States /","Gottmann, Jean, author.","United States","eng",261437
"H","HT",1962,"2009-03-17",7,"Urban social structure.","Beshers, James M.","United States","eng",261440
"P","PS",1977,"1999-06-09",8,"The portable Edgar Allan Poe /","Poe, Edgar Allan, 1809-1849, author.","United States","eng",2614586
"J","JX",1969,"2009-05-16",9,"The Foreign Service of the United States","Blancké, W. Wendell.","United States","eng",26153
"H","HD",1977,"2009-12-02",20,"We were there : the story of working women in America /","Wertheimer, Barbara M.","United States","eng",2615802
"D","DK",1993,"1997-08-11",15,"The reforms of Peter the Great : progress through coercion in Russia /","Anisimov, E. V. (Evgeniĭ Viktorovich)","United States","eng",26158398
"D","DK",1993,"2001-12-15",3,"The reforms of Peter the Great : progress through coercion in Russia /","Anisimov, E. V. (Evgeniĭ Viktorovich)","United States","eng",26158398
"P","PR",1993,"2013-01-09",9,"The hidden law : the poetry of W.H. Auden /","Hecht, Anthony, 1923-2004.","United States","eng",26158425
"L","LA",1992,"2013-02-27",64,"An aristocracy of everyone : the politics of education and the future of America /","Barber, Benjamin R., 1939-2017, author.","United States","eng",26158813
"J","JF",1993,"2008-10-10",33,"Controversies in voting behavior /","","United States","eng",26158863
"J","JC",1993,"2008-09-15",25,"Post-liberalism : studies in political thought /","Gray, John, 1948-","United States","eng",26159163
"D","DS",1968,"2010-01-08",4,"Chou En-lai : China's gray eminence.","Hsu, Kai-yu, 1922-1982.","United States","eng",2616075
"Q","QC",1992,"2000-03-06",111,"Physics.","Halliday, David, 1916-2010.","United States","eng",26161517
"N","N",1968,"2008-11-23",23,"Romantic art in Britain; paintings and drawings, 1760-1860.","Cummings, Frederick J.","No place, unknown, or undetermined","eng",261618
"H","HQ",1972,"2010-05-19",12,"Woman's estate.","Mitchell, Juliet, 1940-","United States","eng",2616457
"P","PE",1968,"2011-04-13",3,"English transformational grammar","Jacobs, Roderick A.","United States","eng",261677
"H","HT",1967,"2013-01-08",11,"The city in modern Africa : [papers] /","Conference on Methods and Objectives of Urban Research in Africa Airlie House) (1965 :","United States","eng",261735
"D","D",1944,"1995-08-25",22,"Prejudice : Japanese-Americans : symbol of racial intolerance /","McWilliams, Carey, 1905-1980.","United States","eng",26175100
"H","HT",1968,"2012-01-20",12,"Sins of the fathers : a study of the Atlantic slave traders, 1441-1807 /","Pope-Hennessy, James, author.","United States","eng",261754
"J","JV",1939,"2011-09-09",15,"We who built America; the saga of the immigrant,","Wittke, Carl Frederick, 1892-1971.","United States","eng",261797
"N","N",1953,"2008-11-26",49,"The sacred oasis; caves of the thousand Buddhas, Tun Huang.","Vincent, Irene Vongehr.","United States","eng",2618324
"P","PA",1992,"2009-06-17",11,"The variae of Magnus Aurelius Cassiodorus Senator ... : being documents of the Kingdom of the Ostrogoths in Italy ... /","Cassiodorus, Senator, approximately 487-approximately 580.","United Kingdom","eng",26183415
"F","F",1992,"2005-03-18",29,"A short account of the destruction of the Indies /","Casas, Bartolomé de las, 1484-1566.","United Kingdom","eng",26198156
"D","DS",1991,"2010-06-10",25,"The making of a nation : essays on nineteenth-century Filipino nationalism /","Schumacher, John N.","Philippines","eng",26201089
"H","HT",1968,"2010-06-23",75,"Color and race /","","United States","eng",262018
"D","DT",1976,"2011-03-14",7,"People of Salé : tradition and change in a Moroccan city, 1830-1930 /","Brown, Kenneth L., author.","United States","eng",2620397
"H","HT",1967,"2004-03-17",3,"Caste in overseas Indian communities.","Schwartz, Barton M.","United States","eng",262077
"P","PT",1992,"1995-09-26",6,"The magic mountain /","Mann, Thomas, 1875-1955, author.","United States","eng",26210870
"P","PS",1992,"1999-02-05",18,"Lost boys /","Card, Orson Scott.","United States","eng",26211240
"J","JV",1993,"2000-03-22",27,"Making and remaking Asian America through immigration policy, 1850-1990 /","Hing, Bill Ong.","United States","eng",26211250
"D","DS",1993,"2011-01-11",27,"The Vietnam War : handbook of the literature and research /","","United States","eng",26211811
"U","UA",1992,"2004-12-17",11,"America's strategy in a changing world : an international security reader /","","United States","eng",26212248
"H","HD",1993,"2007-06-05",75,"Game over : how Nintendo zapped an American industry, captured your dollars, and enslaved your children /","Sheff, David.","United States","eng",26214063
"P","PQ",1992,"2012-12-18",13,"Pilgrims in Aztlán /","Méndez M., Miguel.","United States","eng",26216656
"P","PA",1971,"2013-11-27",59,"The voyage of Argo : the Argonautica /","Apollonius, Rhodius.","United Kingdom","eng",2621790
"B","B",1993,"2010-05-13",4,"Dialectical investigations /","Ollman, Bertell.","United States","eng",26218027
"D","DG",1993,"2009-12-01",6,"The Romans /","","United States","eng",26218450
"H","HV",1993,"1999-03-24",14,"The ""Underclass"" debate : views from history /","","United States","eng",26218820
"P","PT",1992,"2006-04-21",2,"The trial /","Kafka, Franz, 1883-1924.","United States","eng",26232703
"C","CB",2009,"2010-12-16",27,"A history of world societies /","","United States","eng",262425924
"C","CB",2009,"2010-06-08",23,"A history of world societies /","","United States","eng",262425924
"P","PS",2009,"2013-12-10",27,"Both ways is the only way I want it /","Meloy, Maile.","United States","eng",262428488
"J","JK",2009,"2010-03-30",75,"The logic of American politics /","Kernell, Samuel, 1945-","United States","eng",262430840
"P","PQ",2009,"2012-02-03",3,"Rex : a novel /","Prieto González, José Manuel, 1962-","United States","eng",262431082
"H","HV",2009,"2013-10-23",12,"A bright and guilty place : murder, corruption, and L.A.'s scandalous coming of age /","Rayner, Richard, 1955-","United States","eng",262433318
"D","DG",1972,"2011-02-10",30,"Constantine the Great.","Dörries, Hermann, 1895-1977.","United States","eng",262458
"H","HD",1992,"2013-04-29",29,"House and street : the domestic world of servants and masters in nineteenth-century Rio de Janeiro /","Lauderdale Graham, Sandra, 1943-","United States","eng",26255957
"J","JS",1993,"2013-07-23",7,"Political change in the metropolis /","Harrigan, John J.","United States","eng",26256602
"M","ML",1993,"2013-10-25",21,"Chicago jazz : a cultural history, 1904-1930 /","Kenney, William Howland.","United States","eng",26257102
"Q","QC",1992,"2008-01-30",55,"Dreams of a final theory /","Weinberg, Steven, 1933-2021.","United States","eng",26262055
"B","BS",1993,"2012-12-04",33,"The lost gospel : the book of Q & Christian origins /","Mack, Burton L.","United States","eng",26262429
"E","E",1993,"2004-08-25",31,"Racial and ethnic relations /","Feagin, Joe R.","United States","eng",26263796
"Q","QB",1992,"1998-12-02",17,"Solar system evolution : a new perspective : an inquiry into the chemical composition, origin, and evolution of the solar system /","Taylor, Stuart Ross, 1925-","United States","eng",26263951
"Q","QA",1992,"2012-06-26",24,"Number /","McLeish, John (Psychiatrist)","United States","eng",26264186
"F","F",1992,"2013-06-10",72,"The Aztecs /","Townsend, Richard F., author.","United Kingdom","eng",26265803
"F","F",1992,"2013-12-04",73,"The Aztecs /","Townsend, Richard F., author.","United Kingdom","eng",26265803
"K","KF",1992,"2002-04-22",178,"Economic analysis of law /","Posner, Richard A.","United States","eng",26273627
"K","KF",1992,"2008-07-31",147,"Economic analysis of law /","Posner, Richard A.","United States","eng",26273627
"Q","QB",2009,"2010-03-05",7,"The essential cosmic perspective /","","United States","eng",262787473
"Q","QB",2009,"2010-06-09",20,"The essential cosmic perspective /","","United States","eng",262787473
"D","DK",1992,"2009-06-08",14,"Inside the KGB : my life in Soviet espionage /","Kuzichkin, Vladimir, 1947-","United States","eng",26279715
"P","PS",1969,"2010-01-22",22,"The promise.","Potok, Chaim.","United States","eng",26280
"Q","QB",2009,"2012-09-21",5,"The universe : order without design /","Calle, Carlos I., author.","United States","eng",262889531
"P","PR",1966,"1991-07-02",5,"The diary of Anaïs Nin /","Nin, Anaïs, 1903-1977, author.","United States","eng",262944
"C","CB",1965,"2010-01-04",5,"Aspects of the eighteenth century /","","United States","eng",262949
"Q","QL",1993,"2008-11-17",9,"The aye-aye and I : a rescue mission in Madagascar /","Durrell, Gerald, 1925-1995.","United States","eng",26299758
"D","DS",1993,"2010-08-17",6,"The Arab world : society, culture, and state /","Barakat, Halim Isber, author.","United States","eng",26300272
"B","BX",1834,"2013-04-28",3,"Memoirs of Rev. George Whitefield /","Gillies, John, 1712-1796.","United States","eng",2630105
"F","F",1968,"2011-03-10",3,"Latin America, reform or revolution? : A reader /","","United States","eng",263032
"G","GT",1993,"2010-07-18",6,"Masquerade politics : explorations in the structure of urban cultural movements /","Cohen, Abner.","United States","eng",26304703
"R","RM",1993,"2013-03-22",32,"Drugs, society & human behavior /","Ray, Oakley Stern.","United States","eng",26307323
"R","RM",1993,"2008-03-14",15,"Drugs, society & human behavior /","Ray, Oakley Stern.","United States","eng",26307323
"P","PS",1992,"2008-06-12",21,"Mirrors beneath the earth : short fiction by Chicano writers /","","United States","eng",26307706
"","",1967,"2007-09-21",19,"The complete paintings of Manet /","Manet, Édouard, 1832-1883","United States","eng",263101
"P","PR",1956,"2005-02-28",6,"Collected letters /","Coleridge, Samuel Taylor, 1772-1834","United Kingdom","eng",263119
"D","DS",1990,"2008-10-30",9,"My Khyber marriage : experiences of a Scotswoman as the wife of a Pathan chieftain's son /","Abdullah, Morag Murray.","United Kingdom","eng",26312754
"H","HT",1961,"2009-12-04",12,"The psychology of social classes : a study of class consciousness.","Centers, Richard.","United States","eng",263133
"Q","QP",2010,"2010-07-28",15,"Essentials of anatomy & physiology /","Martini, Frederic.","United States","eng",263147016
"Q","QP",2010,"2010-07-26",20,"Essentials of anatomy & physiology /","Martini, Frederic.","United States","eng",263147016
"Q","QP",2010,"2011-09-09",21,"Essentials of anatomy & physiology /","Martini, Frederic.","United States","eng",263147016
"P","PR",2004,"2007-02-10",25,"Dot in the universe /","Ellmann, Lucy, 1956-","United States","eng",263151119
"D","DS",1960,"2012-05-18",6,"The rise of American influence in Asia and the Pacific.","Battistini, Lawrence H. 1907-1999. (Lawrence Henry),","United States","eng",2631652
"G","GR",1992,"2011-06-04",37,"Anthropological approaches to the study of ethnomedicine /","","Switzerland","eng",26318279
"H","HT",1958,"2009-06-08",67,"The myth of the Negro past /","Herskovits, Melville J. 1895-1963, author. (Melville Jean),","United States","eng",263192
"G","GV",1955,"2013-03-18",8,"Indiana basketball.","McCracken, Branch, 1908-1970.","United States","eng",2632285
"P","PS",1977,"2011-04-19",46,"Melville's short fiction, 1853-1856 /","Dillingham, William B.","United States","eng",2632482
"P","PJ",1977,"2011-11-10",3,"Ashes out of hope : fiction by Soviet-Yiddish writers /","","United States","eng",2632601
"B","B",1967,"2013-10-17",6,"Intentionality, minds, and perception : discussions on contemporary philosophy, a symposium /","Wayne State University Symposium in the Philosophy of Mind (1962)","United States","eng",263269
"B","B",1977,"2012-05-09",4,"Scientific materialism in nineteenth century Germany /","Gregory, Frederick, 1942-","Netherlands","eng",2633179
"F","F",1954,"2009-02-26",6,"Bent's Fort /","Lavender, David, 1910-2003, author.","United States","eng",26332056
"G","GN",1977,"2003-05-24",9,"The anthropology of power : ethnographic studies from Asia, Oceania, and the New World /","","United States","eng",2633478
"G","GN",1977,"2009-04-03",38,"The anthropology of power : ethnographic studies from Asia, Oceania, and the New World /","","United States","eng",2633478
"P","PS",1977,"1997-07-23",28,"The shining /","King, Stephen, 1947-","United States","eng",2633796
"D","DT",1973,"2011-06-17",18,"The Mameluke; or, Slave Dynasty of Egypt, 1260-1517 A.D.","Muir, William, Sir, 1819-1905.","United States","eng",2633982
"D","D",1972,"2007-06-11",81,"Executive order 9066 : the internment of 110,000 Japanese Americans /","","United States","eng",2634106
"E","E",1993,"2011-06-07",21,"Hate, prejudice, and racism /","Kleg, Milton.","United States","eng",26351318
"F","F",1886,"2009-04-29",5,"The works of Hubert Howe Bancroft.","Bancroft, Hubert Howe, 1832-1918.","United States","eng",2635179
"F","F",1886,"2005-10-24",4,"The works of Hubert Howe Bancroft.","Bancroft, Hubert Howe, 1832-1918.","United States","eng",2635179
"F","F",1886,"2013-08-02",2,"The works of Hubert Howe Bancroft.","Bancroft, Hubert Howe, 1832-1918.","United States","eng",2635179
"F","F",1886,"2011-07-09",3,"The works of Hubert Howe Bancroft.","Bancroft, Hubert Howe, 1832-1918.","United States","eng",2635179
"P","PN",1993,"2011-02-07",41,"Film in contemporary China : critical debates, 1979-1989 /","","United States","eng",26353407
"H","HM",1991,"2012-12-06",11,"Social worlds, personal lives : an introduction to social psychology /","Sampson, Edward E.","United States","eng",26354327
"U","U",1992,"2011-01-19",5,"Understanding war : history and theory of combat /","Dupuy, Trevor N. 1916-1995. (Trevor Nevitt),","United Kingdom","eng",26358151
"D","DS",1963,"2012-06-22",6,"America's failure in China, 1941-50.","Tsou, Tang, 1918-1999.","United States","eng",263583
"D","DS",1993,"2009-12-18",29,"After Jews and Arabs : remaking Levantine culture /","Alcalay, Ammiel.","United States","eng",26359993
"Q","QP",2010,"2010-10-13",16,"Physiology of behavior /","Carlson, Neil R., 1942-","United States","eng",263605380
"D","DU",1977,"2009-06-07",21,"Blood is their argument : warfare among the Mae Enga tribesmen of the New Guinea highlands /","Meggitt, Mervyn J., 1924- author.","United States","eng",2636076
"P","PQ",1993,"2010-12-17",33,"Fascist modernism : aesthetics, politics, and the avant-garde /","Hewitt, Andrew, 1961-","United States","eng",26360865
"P","PN",1993,"2011-03-08",37,"Society's impact on television : how the viewing public shapes television programming /","Selnow, Gary W.","United States","eng",26361610
"G","GT",1994,"2010-05-04",12,"Sati, the blessing and the curse : the burning of wives in India /","","United States","eng",26361736
"Q","QD",1993,"2013-12-11",33,"Modern NMR spectroscopy : a guide for chemists /","Sanders, Jeremy K. M.","United Kingdom","eng",26362215
"E","E",1992,"2007-10-09",3,"The ordeal of Woodrow Wilson /","Hoover, Herbert, 1874-1964.","United States","eng",26362286
"H","HC",1992,"2005-09-15",6,"Mexico, the remaking of an economy /","Lustig, Nora.","United States","eng",26362414
"B","BF",1993,"2010-11-09",23,"A history of psychology : ideas and context /","Viney, Wayne.","United States","eng",26363872
"D","DC",1993,"2011-06-21",40,"Seducing the French : the dilemma of Americanization /","Kuisel, Richard F.","United States","eng",26363961
"H","HV",1950,"2009-03-11",7,"The criminality of women /","Pollak, Otto, 1908-1998, author.","United States","eng",263688
"B","BF",1969,"1999-09-20",66,"The poetics of space /","Bachelard, Gaston, 1884-1962, author.","United States","eng",263729
"","",1976,"2004-12-08",4,"Neapolitan painting of the Seicento /","Rinaldis, Aldo de, 1882-1949.","United States","eng",2637397
"H","HV",1965,"2005-11-02",50,"The social thought of Jane Addams /","Addams, Jane, 1860-1935, author.","United States","eng",263809
"G","GV",1992,"2009-06-12",15,"Ballet & modern dance : a concise history /","Anderson, Jack, 1935-","United States","eng",26396146
"P","PL",1992,"2011-12-07",6,"Still life and other stories /","Shōno, Junzō, 1921-2009, author.","United States","eng",26396932
"B","BR",1993,"2010-03-10",3,"Christianity in the twenty-first century : reflections on the challenges ahead /","Wuthnow, Robert.","United States","eng",26397116
"P","PS",1993,"2010-10-09",6,"Collected poems, 1953-1993 /","Updike, John","United States","eng",26398507
"N","NA",1977,"2009-11-23",12,"The Architect : chapters in the history of the profession /","","United States","eng",2639867
"P","PS",1993,"1997-03-14",4,"Protest and possibility in the writing of Tillie Olsen /","Faulkner, Mara.","United States","eng",26398840
"H","HQ",1993,"2012-08-06",73,"American manhood : transformations in masculinity from the Revolution to the modern era /","Rotundo, E. Anthony.","United States","eng",26399290
"H","HT",1958,"2007-05-16",7,"Race : individual and collective behavior /","","United States","eng",263993
"P","PS",1993,"2007-11-27",84,"Run with the hunted : a Charles Bukowski reader /","Bukowski, Charles.","United States","eng",26399313
"H","HF",1992,"2011-03-16",24,"Linking trade and technology policies : an international comparison of the policies of industrialized nations /","","United States","eng",26399414
"P","PL",1993,"2013-01-24",68,"Hard-boiled wonderland and the end of the world : a novel /","Murakami, Haruki, 1949- author.","United States","eng",26399689
"P","PE",1993,"2009-06-18",6,"Modern English : a practical reference guide /","Frank, Marcella.","United States","eng",26399724
"D","DR",1992,"2012-08-24",28,"A paper house : the ending of Yugoslavia /","Thompson, Mark, 1959-","United States","eng",26399815
"Z","Z",1993,"2011-04-18",29,"A scholar's guide to geographical writing on the American and Canadian past /","Conzen, Michael P.","United States","eng",26399986
"B","BL",1992,"2011-12-06",21,"Body and emotion : the aesthetics of illness and healing in the Nepal Himalayas /","Desjarlais, Robert R., author.","United States","eng",26400049
"P","PN",1989,"2011-01-04",12,"Mexican American theatre : then and now /","","United States","eng",26401761
"P","PS",1993,"2011-05-06",42,"In the electric mist with Confederate dead /","Burke, James Lee, 1936-","United States","eng",26402688
"K","KNQ",2009,"2012-12-10",4,"True crimes in eighteenth-century China : twenty case histories /","","United States","eng",264027228
"E","E",1993,"1999-03-24",21,"Research on the African-American family : a holistic perspective /","Hill, Robert Bernard, 1938-","United States","eng",26402737
"D","D",1992,"2010-03-11",22,"Assassins of memory : essays on the denial of the Holocaust /","Vidal-Naquet, Pierre, 1930-2006.","United States","eng",26402928
"D","DD",1992,"2009-12-04",6,"The occult roots of Nazism : secret Aryan cults and their influence on Nazi ideology : the Ariosophists of Austria and Germany, 1890-1935 /","Goodrick-Clarke, Nicholas, author.","United States","eng",26402982
"H","HV",1967,"2012-07-05",7,"The cloak of competence; stigma in the lives of the mentally retarded.","Edgerton, Robert B., 1931-","United States","eng",264030
"L","LC",1993,"2011-05-16",14,"Better understanding learning disabilities : new views from research and their implications for education and public policies /","","United States","eng",26403908
"","",1993,"2006-12-06",54,"The Macmillan Bible atlas /","Aharoni, Yohanan, 1919-1976.","United States","eng",26404486
"J","JK",1993,"2004-12-08",3,"The key of liberty : the life and democratic writings of William Manning, ""a laborer,"" 1747-1814 /","Manning, William, 1747-1814, author.","United States","eng",26404675
"H","HV",1955,"2010-01-27",4,"The art of child placement.","Charnley, Jean, author.","United States","eng",264126
"H","HV",1967,"2010-05-06",28,"Spearheads for reform; the social settlements and the progressive movement, 1890-1914","Davis, Allen Freeman, 1931-","United States","eng",264219
"H","HV",1925,"2012-04-07",48,"The origins of prohibition /","Krout, John A. 1896-1979, author. (John Allen),","United States","eng",264233
"E","E",1969,"2013-06-18",13,"The game of nations; the amorality of power politics.","Copeland, Miles.","United States","eng",26432060
"B","B",1976,"2009-06-05",14,"Neo-Confucian thought in action : Wang Yang-ming's youth (1472-1509) /","Tu, Weiming, 1940-","United States","eng",2643980
"H","HM",1973,"2010-04-27",1,"Public and private conformity : competing explanations by improvisation, cognitive dissonance, and attribution theories /","","United States","eng",2644016
"H","HV",1960,"2013-04-05",2,"Principles of criminology,","Sutherland, Edwin Hardin, 1883-1950.","United States","eng",264423
"B","BQ",1976,"2013-09-26",17,"The Zen teaching of Rinzai : the record of Rinzai /","Yixuan, -867.","United States","eng",2644275
"Q","QC",1992,"2013-03-12",39,"Confronting climate change : risks, implications, and responses /","","United Kingdom","eng",26443363
"U","U",1977,"2012-05-29",8,"Deterrence : a conceptual analysis /","Morgan, Patrick M., 1940-","United States","eng",2644424
"A","AC",1977,"2009-03-04",10,"The human situation : lectures at Santa Barbara, 1959 /","Huxley, Aldous, 1894-1963.","United States","eng",2644498
"J","JN",1966,"2010-03-24",8,"The outlawed party : social democracy in Germany, 1878-1890 /","Lidtke, Vernon L","United States","eng",264453
"B","BF",1976,"2013-06-12",20,"Exploring sex differences /","","United Kingdom","eng",2644598
"E","E",1977,"1995-02-15",21,"The Chicano political experience : three perspectives /","Garcia, F. Chris.","United States","eng",2644772
"B","BJ",1977,"2012-06-25",2,"The theory of morality /","Donagan, Alan, author.","United States","eng",2644964
"P","PQ",1977,"2011-06-03",63,"Alejo Carpentier, the pilgrim at home /","González Echevarría, Roberto.","United States","eng",2645024
"P","PS",1976,"2011-12-12",4,"Blue chicory /","Niedecker, Lorine.","United States","eng",2645042
"H","HV",1963,"2013-12-02",22,"Symbolic crusade; status politics and the American temperance movement.","Gusfield, Joseph R., 1923-","United States","eng",264519
"J","JC",1977,"2011-10-14",28,"Interpretations of fascism /","De Felice, Renzo, 1929-","United States","eng",2645349
"D","DS",1967,"2012-05-01",9,"The first Vietnam crisis; Chinese Communist strategy and United States involvement, 1953-1954.","Gurtov, Melvin.","United States","eng",264550
"H","HC",1977,"2010-05-07",6,"A Decade of Federal antipoverty programs : achievements, failures, and lessons /","","United States","eng",2645625
"P","PN",1983,"2010-12-15",14,"The samurai films of Akira Kurosawa /","Desser, David.","United States","eng",26460751
"H","HD",1977,"2010-12-01",27,"Immigrants in industrial America, 1850-1920 : proceedings of a conference sponsored by the Balch Institute and the Eleutherian Mills-Hagley Foundation, November 1-3, 1973 /","","United States","eng",2646154
"P","PC",2009,"2010-01-11",24,"Mosaicos : Spanish as a world language /","","United States","eng",264670866
"E","E",1992,"1998-05-27",8,"United we stand : how we can take back our country /","Perot, Ross, 1930-2019.","United States","eng",26472620
"P","PL",1966,"2012-12-03",6,"Akamba stories;","Mbiti, John S. editor, translator.","United Kingdom","eng",264746
"Q","QP",1988,"2011-09-01",63,"The Biology of the brain : from neurons to networks : readings from Scientific American /","","United States","eng",26476402
"E","E",1972,"2012-06-15",21,"The limits of power : the world and United States foreign policy, 1945-1954 /","Kolko, Joyce.","United States","eng",264845
"Q","QC",1992,"2011-10-19",54,"A student's companion to accompany volumes one and two, Physics, fourth edition /","Christman, J. Richard.","United States","eng",26485819
"F","F",1992,"2007-12-10",39,"Inside the L.A. riots : what really happened, and why it will happen again : essays and articles /","","United States","eng",26485980
"P","PN",1978,"2012-06-07",158,"Black film as genre /","Cripps, Thomas.","No place, unknown, or undetermined","eng",26493992
"H","HV",1965,"1997-08-07",5,"In cold blood : a true account of a multiple murder and its consequences /","Capote, Truman, 1924-1984, author.","United States","eng",264953
"H","HQ",1993,"2009-06-16",29,"How fathers care for the next generation : a four-decade study /","Snarey, John R., 1948-","United States","eng",26502407
"P","PS",1993,"1997-09-26",23,"The shipping news /","Proulx, Annie, author.","United States","eng",26502801
"P","PS",1993,"2005-05-06",19,"The shipping news /","Proulx, Annie, author.","United States","eng",26502801
"B","BL",1993,"2013-03-04",24,"Greek sanctuaries : new approaches /","","United Kingdom","eng",26503076
"B","BL",1993,"2013-12-10",23,"Greek sanctuaries : new approaches /","","United Kingdom","eng",26503076
"Q","QA",1993,"2012-10-09",66,"Elementary numerical analysis /","Atkinson, Kendall E.","United States","eng",26503310
